@RELATION data/svmMusicGenre3
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {Classical,Electronic,Jazz}

@DATA
0.101847,0.084268,3.140282,0.215567,0.218628,0.966801,0.010269,0.171279,-22.547655,1.642629,0.168193,0.304266,0.186316,0.064924,0.097184,0.001566,-0.045219,0.043405,-0.004857,0.046295,0.039230,0.008164,0.004364,0.049496,0.011439,0.018997,0.009317,0.102193,0.001623,0.005675,0.010617,0.047810,0.002400,0.040582,0.040450,0.056694,0.124525,0.032187,0.016199,0.356474,0.008008,0.090646,0.703894,0.348246,0.323234,0.261686,0.248801,0.237674,0.222837,0.217687,0.209661,0.212111,0.217299,0.200157,0.188379,0.008976,0.004627,0.034776,0.011192,0.017846,0.008956,0.078543,0.001994,0.005002,0.009240,0.039981,0.002673,0.019175,133.333333,0.232496,Electronic
0.103761,0.083477,3.160714,0.220166,0.219500,0.986564,0.009702,0.177661,-22.452793,1.692409,0.106376,0.341426,0.217003,0.069156,0.016598,0.070564,0.079947,0.079345,0.028895,-0.013727,0.045736,0.012073,0.002863,0.075076,0.012389,0.015466,0.007701,0.064811,0.002402,0.008484,0.019833,0.031445,0.004483,0.037911,0.047390,0.058395,0.129198,0.044276,0.020344,0.442356,0.007730,0.118722,0.919204,0.431807,0.332386,0.266212,0.226556,0.204225,0.206418,0.205982,0.193812,0.184982,0.173239,0.173394,0.163523,0.011079,0.002914,0.045223,0.011254,0.011606,0.008701,0.073581,0.002705,0.007643,0.016548,0.039227,0.004647,0.017717,120.000000,0.190295,Electronic
0.112366,0.104145,3.200614,0.219246,0.215003,1.123232,0.009023,0.189981,-21.873369,1.520339,-0.152047,0.448763,0.307757,0.006070,0.228424,0.153152,-0.085956,-0.059844,0.005377,0.091418,0.048050,0.008383,0.005863,0.045392,0.015975,0.026519,0.007665,0.084563,0.001601,0.005659,0.007769,0.031717,0.004408,0.035885,0.037713,0.037179,0.096408,0.029875,0.014114,0.361856,0.006419,0.081738,0.673299,0.359399,0.335626,0.279146,0.243213,0.227580,0.232147,0.223381,0.211304,0.209079,0.198176,0.198320,0.180361,0.009466,0.006425,0.028701,0.015710,0.020518,0.007596,0.088084,0.001989,0.005412,0.007195,0.034237,0.005373,0.021002,133.333333,0.219723,Electronic
0.075433,0.088300,3.103761,0.172616,0.205986,0.657194,0.014792,0.110136,-23.525437,2.346682,-0.025889,0.434946,0.036064,0.016168,0.015628,0.085456,-0.032300,-0.055407,0.036881,0.122572,0.055575,0.010030,0.003219,0.068919,0.011230,0.026206,0.009090,0.083377,0.001220,0.005633,0.012473,0.040921,0.002324,0.040787,0.032368,0.051927,0.179316,0.031610,0.023563,0.308102,0.011535,0.060279,0.975385,0.471141,0.394895,0.334302,0.287615,0.275912,0.260583,0.237787,0.241591,0.217422,0.219547,0.211852,0.196737,0.009626,0.004151,0.048421,0.011472,0.024301,0.009320,0.086968,0.001527,0.005725,0.012478,0.031370,0.002668,0.020726,133.333333,0.194366,Electronic
0.091126,0.023365,3.145467,0.166917,0.183808,0.678199,0.007733,0.137919,-25.947661,2.412887,-0.051518,-0.099050,0.129584,0.112276,-0.085645,0.109911,-0.027277,0.133067,-0.095941,0.041723,-0.061078,0.022896,0.009710,0.043147,0.010647,0.021964,0.009914,0.085387,0.002532,0.005634,0.012979,0.023237,0.010283,0.035223,0.029310,0.019815,0.157090,0.032812,0.025466,0.284698,0.004588,0.053985,0.951221,0.520661,0.396752,0.305843,0.264220,0.262491,0.240825,0.215352,0.216456,0.197384,0.195137,0.188486,0.178471,0.015849,0.009960,0.029388,0.010461,0.013573,0.009170,0.055734,0.002465,0.004699,0.010021,0.015565,0.009220,0.014732,150.000000,0.122308,Electronic
0.082069,0.081730,3.079948,0.191636,0.210926,0.761290,0.014231,0.129537,-23.398729,1.915226,0.204250,0.443825,0.082536,0.145309,0.061092,0.122525,0.060514,0.065911,0.055247,0.039195,0.018548,0.013134,0.006082,0.050390,0.008578,0.019373,0.006658,0.082651,0.002810,0.004356,0.012788,0.062148,0.003757,0.038685,0.039167,0.078836,0.210892,0.039599,0.020804,0.404285,0.014486,0.089368,0.954290,0.406751,0.376038,0.298772,0.267512,0.246523,0.209555,0.205802,0.203738,0.190257,0.191230,0.175667,0.172586,0.013106,0.006428,0.036073,0.008873,0.022837,0.008811,0.078848,0.003367,0.005253,0.012296,0.044647,0.004355,0.018669,133.333333,0.216240,Electronic
0.096323,0.020600,3.045207,0.177488,0.185254,0.918679,0.009943,0.168255,-26.422002,1.722824,0.141784,0.366888,-0.179333,0.161478,-0.311359,0.230175,0.169263,0.104267,0.123053,0.190250,0.131993,0.006580,0.004806,0.049205,0.006107,0.021218,0.013626,0.077316,0.002459,0.009822,0.011061,0.048699,0.005486,0.035809,0.040296,0.032714,0.302934,0.040121,0.027097,0.424850,0.007993,0.089325,1.310781,0.513290,0.317256,0.262097,0.270629,0.241908,0.259275,0.222407,0.188713,0.185537,0.185794,0.185318,0.172268,0.005564,0.004535,0.031974,0.005970,0.017854,0.013851,0.069816,0.003164,0.010404,0.009648,0.035341,0.005868,0.018712,240.000000,0.108208,Electronic
0.150326,0.025049,3.109406,0.226483,0.193581,1.453840,0.009747,0.252125,-27.162277,0.629799,-0.393145,0.080422,-0.125167,0.111733,-0.163901,-0.108129,-0.151369,0.063494,-0.092303,-0.029414,-0.070155,0.007575,0.003900,0.024673,0.007399,0.011238,0.012155,0.089121,0.002700,0.004300,0.012513,0.023078,0.003943,0.030653,0.055786,0.031215,0.101263,0.044710,0.017732,0.509534,0.009874,0.106196,2.050602,0.696045,0.475129,0.380408,0.297778,0.260380,0.269273,0.218451,0.211675,0.180500,0.172096,0.164233,0.192444,0.006500,0.003222,0.019829,0.007413,0.011525,0.010378,0.082913,0.003513,0.004068,0.011101,0.016445,0.003239,0.021170,200.000000,0.121789,Electronic
0.105414,0.015630,3.096366,0.195698,0.203266,1.058324,0.007466,0.192993,-25.119037,1.740235,0.112568,0.548623,0.227104,0.061156,0.071897,0.225863,-0.013920,-0.020254,0.034544,-0.060852,-0.076790,0.013278,0.005454,0.087573,0.013693,0.018664,0.004870,0.074394,0.006192,0.004946,0.012383,0.028579,0.001923,0.039612,0.036698,0.011022,0.235482,0.038463,0.021768,0.435958,0.006276,0.105947,1.087927,0.488963,0.507082,0.315266,0.273454,0.276398,0.268194,0.272923,0.240579,0.284587,0.227282,0.217967,0.197606,0.014732,0.005745,0.050683,0.014120,0.016119,0.005934,0.059472,0.006928,0.004916,0.010003,0.026032,0.002064,0.014629,240.000000,0.102558,Electronic
0.099944,0.009985,2.933764,0.167438,0.175342,0.915753,0.014654,0.160695,-26.836206,1.900663,-0.582136,0.421729,0.095706,0.283340,0.012953,0.095160,-0.021682,0.097176,0.109778,0.126246,0.090879,0.013390,0.006186,0.029980,0.006298,0.021261,0.018718,0.054657,0.004989,0.006465,0.009952,0.039875,0.005859,0.027488,0.036278,0.011484,0.416654,0.040404,0.028933,0.412521,0.009488,0.074275,2.183252,0.876506,0.689449,0.503471,0.398696,0.386030,0.341307,0.324231,0.282872,0.283106,0.273965,0.240452,0.212141,0.014372,0.007825,0.025735,0.007638,0.021150,0.024291,0.047131,0.007469,0.008063,0.009655,0.031386,0.007944,0.013048,120.000000,0.096651,Electronic
0.048489,0.060392,3.062599,0.165667,0.212178,0.404840,0.038980,0.074836,-25.153913,2.427591,0.516610,0.446531,0.036749,0.154443,-0.089915,0.032163,0.082754,0.082707,0.087003,0.114299,0.070641,0.007480,0.002637,0.065901,0.007251,0.016766,0.005356,0.177422,0.000768,0.007934,0.009702,0.044797,0.001758,0.059491,0.033778,0.040647,0.182228,0.058031,0.035166,0.370137,0.040119,0.080102,1.768170,0.831447,0.539428,0.418422,0.351279,0.339941,0.322122,0.267603,0.228573,0.204181,0.191877,0.186949,0.180177,0.011489,0.003572,0.046843,0.008976,0.020186,0.006789,0.121147,0.001224,0.011951,0.011420,0.055931,0.002433,0.028134,133.333333,0.090296,Electronic
0.088470,0.039611,3.039077,0.217804,0.222936,0.832471,0.014692,0.147534,-24.271984,1.128770,0.182359,0.455115,0.424195,0.442754,0.237469,0.287829,0.145497,0.166379,0.130707,0.159885,0.066262,0.002408,0.002479,0.073305,0.002401,0.010277,0.001800,0.089597,0.001414,0.001920,0.006702,0.122273,0.002188,0.058830,0.047885,0.025825,0.243520,0.040122,0.020853,0.395820,0.010804,0.107720,1.078907,0.384950,0.334898,0.273868,0.276387,0.240769,0.229941,0.224190,0.223043,0.207800,0.219788,0.198821,0.179552,0.002707,0.002753,0.083554,0.002799,0.008403,0.002159,0.098485,0.002040,0.002258,0.005792,0.088625,0.001989,0.021189,150.000000,0.126571,Electronic
0.090824,0.061902,3.135009,0.204732,0.215214,0.838679,0.011864,0.143807,-23.623884,1.766972,0.227175,0.319989,0.147852,0.113357,0.136268,0.219992,0.098719,0.099854,0.027892,0.017301,0.048967,0.011920,0.002835,0.089448,0.008466,0.015002,0.005696,0.078697,0.002106,0.005241,0.013990,0.036343,0.003849,0.042047,0.041345,0.054293,0.138774,0.042645,0.020695,0.391522,0.010000,0.098317,0.946571,0.421447,0.328926,0.253814,0.222277,0.195224,0.199798,0.210056,0.202614,0.182590,0.167501,0.166958,0.155088,0.011135,0.002901,0.052716,0.008204,0.011029,0.005951,0.079237,0.002356,0.005434,0.011793,0.040833,0.003809,0.016646,120.000000,0.170603,Electronic
0.144301,0.048277,3.126301,0.271029,0.240715,1.178979,0.007836,0.264014,-24.473488,1.070181,0.865696,0.504624,0.252276,0.333015,0.103007,0.120739,0.112420,0.157251,0.056165,0.065207,0.041619,0.009354,0.002009,0.068642,0.003485,0.018528,0.002558,0.118626,0.000924,0.002116,0.004645,0.056213,0.002150,0.049771,0.050809,0.023572,0.121780,0.034669,0.013105,0.402823,0.006722,0.128562,0.763522,0.413899,0.258821,0.248336,0.208385,0.204778,0.186234,0.187600,0.205238,0.192578,0.169440,0.176085,0.154142,0.009835,0.001919,0.035255,0.004447,0.017983,0.002828,0.083642,0.000747,0.002009,0.003836,0.037032,0.001840,0.020209,133.333333,0.140861,Electronic
0.145427,0.025720,3.183791,0.260315,0.238133,1.296778,0.004871,0.287173,-24.022073,1.718064,0.080186,0.107455,0.156897,-0.060340,-0.092810,0.008966,0.026812,0.048192,0.025282,0.060904,0.024821,0.011098,0.010240,0.050017,0.006201,0.015842,0.018641,0.053127,0.003788,0.007147,0.009644,0.034893,0.002937,0.026432,0.034945,0.008076,0.080218,0.025991,0.011116,0.301521,0.001817,0.100290,0.631929,0.283388,0.268266,0.241255,0.236738,0.236630,0.222937,0.221221,0.203491,0.199838,0.202013,0.186311,0.179203,0.007674,0.010186,0.028728,0.005452,0.013723,0.015152,0.032275,0.003367,0.005886,0.007841,0.025449,0.002655,0.008806,120.000000,0.090765,Electronic
0.125523,0.040553,3.028143,0.245978,0.240589,0.969665,0.010802,0.217079,-25.223900,1.650725,0.208260,0.151601,0.169979,0.221815,0.261977,0.149406,0.147888,-0.056289,0.036472,0.062392,0.008113,0.013151,0.003915,0.049404,0.008337,0.022883,0.003863,0.074967,0.002156,0.004000,0.008282,0.061495,0.002764,0.039252,0.062530,0.040977,0.283867,0.049986,0.018972,0.488716,0.008518,0.153659,1.149367,0.436637,0.343675,0.292503,0.255516,0.273628,0.245691,0.253234,0.246259,0.238253,0.221895,0.215019,0.197671,0.014424,0.004505,0.037670,0.010618,0.022368,0.004176,0.058819,0.002851,0.004426,0.009533,0.052366,0.003419,0.016283,150.000000,0.084122,Electronic
0.060982,0.014824,3.126109,0.138798,0.182693,0.425297,0.009505,0.098074,-27.567022,3.091371,0.583019,0.248587,-0.035804,0.040849,0.052402,0.088587,0.079375,0.144597,0.018879,-0.021142,0.084242,0.009102,0.006928,0.076299,0.009622,0.028782,0.007089,0.110947,0.002249,0.011465,0.011766,0.025033,0.005256,0.044728,0.023024,0.007691,0.107341,0.037113,0.036146,0.177504,0.006808,0.044721,1.288152,0.692721,0.320865,0.263937,0.221569,0.210864,0.193560,0.191439,0.176374,0.165253,0.171772,0.159322,0.154020,0.008403,0.007148,0.034960,0.007286,0.020578,0.006890,0.056984,0.002187,0.011082,0.009846,0.016932,0.004191,0.013100,300.000000,0.064249,Electronic
0.107469,0.041235,3.177389,0.190609,0.195329,1.012368,0.008109,0.166041,-24.661002,1.732963,-0.189606,0.418525,0.060676,-0.030675,-0.026975,-0.021538,0.130491,0.187203,0.138285,0.081158,-0.016996,0.006701,0.003792,0.033985,0.008845,0.011307,0.009208,0.047012,0.006331,0.009328,0.023551,0.058458,0.004384,0.029738,0.028413,0.022742,0.091619,0.026740,0.018712,0.322045,0.005153,0.057144,0.815796,0.424125,0.316810,0.267684,0.236815,0.238950,0.227718,0.221105,0.205089,0.203138,0.195962,0.192643,0.173308,0.005936,0.003691,0.023464,0.007076,0.010044,0.007877,0.036479,0.005971,0.007486,0.016662,0.029662,0.004262,0.011220,133.333333,0.145444,Electronic
0.080423,0.035365,3.109662,0.170489,0.191541,0.685275,0.006755,0.113693,-25.466580,1.975515,0.188067,0.415696,-0.030651,0.000551,-0.203273,-0.115281,-0.076794,-0.061606,-0.065049,-0.080722,-0.035749,0.014773,0.003581,0.092222,0.013700,0.027264,0.011022,0.076337,0.001061,0.004002,0.014492,0.029921,0.004319,0.040904,0.024613,0.022099,0.142312,0.023423,0.017666,0.237501,0.004437,0.050066,0.617406,0.306056,0.277873,0.226696,0.205083,0.198621,0.199009,0.177302,0.180971,0.172320,0.172349,0.160819,0.150677,0.011410,0.003316,0.053582,0.011080,0.020093,0.007989,0.047288,0.000944,0.003475,0.013691,0.015500,0.003648,0.014106,171.428571,0.084727,Electronic
0.128342,0.051501,3.204973,0.217160,0.201356,1.235217,0.011555,0.218564,-23.311499,1.350559,-0.221761,0.138306,-0.065244,-0.130019,-0.132111,-0.104735,-0.047127,0.093779,0.061245,-0.056260,-0.100662,0.009677,0.004948,0.046307,0.018224,0.010203,0.008855,0.048191,0.006518,0.008250,0.018076,0.027086,0.006292,0.029210,0.037687,0.038119,0.097520,0.030899,0.017219,0.355421,0.010862,0.086296,0.715914,0.399375,0.337274,0.326455,0.297069,0.268527,0.241574,0.233898,0.215510,0.223405,0.219717,0.208574,0.179369,0.011333,0.005399,0.037464,0.021071,0.009722,0.007207,0.053446,0.005850,0.006953,0.014765,0.023706,0.006752,0.017137,133.333333,0.250616,Electronic
0.087483,0.076735,3.204972,0.170973,0.185204,0.807131,0.010186,0.137225,-23.109344,1.994136,-0.469485,0.255378,-0.184273,0.048030,-0.050605,0.023326,0.052373,0.078476,-0.077643,0.030397,-0.034135,0.019520,0.005617,0.034178,0.008953,0.013923,0.011352,0.102357,0.001918,0.008705,0.007433,0.039246,0.010606,0.038251,0.029568,0.031398,0.102051,0.028760,0.024330,0.270672,0.007503,0.049141,0.658653,0.393472,0.369740,0.280389,0.259178,0.243039,0.220921,0.217133,0.201291,0.197680,0.196454,0.194051,0.179777,0.016519,0.004841,0.024207,0.009512,0.012616,0.011161,0.080909,0.002411,0.007997,0.007546,0.028107,0.011198,0.020994,133.333333,0.148995,Electronic
0.081570,0.072204,2.998142,0.186176,0.216928,0.620258,0.021824,0.125131,-25.635602,2.045855,0.333233,0.580856,0.151709,0.267760,0.244319,0.254422,0.224346,0.108330,-0.017143,0.082998,0.042396,0.008320,0.004120,0.081904,0.004843,0.025267,0.002125,0.119653,0.001425,0.001863,0.008870,0.061256,0.002367,0.052298,0.054936,0.049585,0.308118,0.058294,0.027035,0.439745,0.019712,0.117514,1.499694,0.625904,0.397613,0.314810,0.290580,0.233000,0.222584,0.244479,0.237322,0.201901,0.199342,0.181719,0.169125,0.011550,0.006216,0.061159,0.005742,0.017269,0.002590,0.082642,0.001952,0.002211,0.011356,0.045968,0.002994,0.019799,133.333333,0.225304,Electronic
0.079733,0.043263,3.127547,0.160794,0.186195,0.780305,0.014233,0.118059,-24.307516,2.283621,-0.689739,0.354681,-0.150341,-0.137306,-0.082859,0.130173,0.041135,0.030645,-0.057120,0.173083,0.099621,0.019197,0.008273,0.048099,0.016337,0.010410,0.012691,0.077059,0.004194,0.009569,0.012593,0.044428,0.004714,0.036979,0.029071,0.033908,0.197544,0.033825,0.028365,0.325303,0.012444,0.048291,1.216945,0.512646,0.391239,0.328242,0.259645,0.238510,0.272183,0.228070,0.226944,0.209017,0.206387,0.253631,0.199785,0.019460,0.008333,0.031061,0.013631,0.009704,0.011286,0.083046,0.004556,0.008380,0.010355,0.034420,0.004189,0.020883,133.333333,0.253839,Electronic
0.078330,0.069161,3.074035,0.170424,0.204316,0.664054,0.010526,0.113332,-23.536466,2.512903,0.095520,0.155284,0.002431,-0.039026,-0.108964,0.081508,0.012508,0.051348,0.118288,0.134192,0.117619,0.016228,0.011110,0.034220,0.009781,0.018812,0.016211,0.088527,0.001415,0.005588,0.013140,0.043987,0.004652,0.034076,0.027774,0.047491,0.201678,0.030337,0.021433,0.284874,0.007428,0.051604,0.899672,0.424180,0.370310,0.337927,0.274537,0.261536,0.242390,0.226956,0.222447,0.220136,0.215036,0.199115,0.192396,0.015093,0.011231,0.024868,0.010238,0.016137,0.016383,0.065863,0.001647,0.006191,0.012271,0.032922,0.005810,0.016149,100.000000,0.112308,Electronic
0.084412,0.077040,3.175135,0.179695,0.204116,0.660663,0.010770,0.126797,-22.847023,2.325308,-0.130232,0.194706,-0.053406,0.074087,-0.105273,-0.196655,0.063954,0.224143,0.050536,0.084833,0.005782,0.015301,0.002367,0.044216,0.008197,0.011054,0.013926,0.116152,0.005416,0.008968,0.021787,0.037217,0.006550,0.040468,0.034451,0.035914,0.110178,0.035733,0.023417,0.297677,0.007402,0.074679,0.762818,0.448351,0.390089,0.325929,0.305712,0.283503,0.259163,0.242326,0.210780,0.206863,0.206728,0.198844,0.189410,0.012921,0.003148,0.036033,0.008451,0.010952,0.015266,0.076735,0.007645,0.009112,0.018270,0.028872,0.007031,0.018404,120.000000,0.163818,Electronic
0.087378,0.083975,3.204515,0.173239,0.188119,0.808572,0.009963,0.136738,-23.204161,1.987432,-0.475201,0.262578,-0.193349,0.050663,-0.041406,0.034863,0.061421,0.073573,-0.086725,0.028437,-0.028610,0.019288,0.006154,0.035368,0.008807,0.013602,0.011082,0.101312,0.001835,0.009082,0.007305,0.038411,0.010369,0.038201,0.029003,0.034409,0.104624,0.028194,0.024042,0.266334,0.006691,0.047147,0.623449,0.392557,0.366313,0.278087,0.264271,0.243283,0.222430,0.216518,0.198476,0.191417,0.194787,0.192274,0.177221,0.016451,0.005111,0.024255,0.009405,0.012494,0.010785,0.079794,0.002294,0.008120,0.007349,0.027517,0.010933,0.020827,133.333333,0.153512,Electronic
0.062816,0.048396,3.064875,0.175018,0.217480,0.485051,0.017538,0.089770,-25.480672,2.427716,0.419612,0.417924,0.069680,0.142055,0.012632,0.070658,0.060452,0.111249,0.081810,0.125911,0.032913,0.008893,0.003247,0.083120,0.010304,0.009593,0.003649,0.125935,0.002243,0.004916,0.008258,0.080489,0.001376,0.056735,0.034083,0.032916,0.266403,0.041089,0.026590,0.293167,0.015105,0.069373,1.183537,0.505576,0.341645,0.273721,0.221845,0.206215,0.199071,0.198103,0.199557,0.195804,0.191324,0.192953,0.176311,0.011159,0.003469,0.051096,0.009950,0.010704,0.003742,0.084733,0.002427,0.004247,0.007748,0.050111,0.001381,0.020277,133.333333,0.207564,Electronic
0.118508,0.070068,3.101745,0.243176,0.225113,1.063350,0.014401,0.210338,-23.404478,0.868966,0.254112,0.697918,0.150994,0.161530,0.156798,0.091358,-0.007851,0.082990,0.025110,0.091549,0.036540,0.008172,0.004303,0.056781,0.004993,0.014762,0.004133,0.136885,0.003441,0.002676,0.009551,0.039923,0.002358,0.049963,0.059179,0.039048,0.197677,0.042884,0.016574,0.509918,0.014369,0.126883,0.970546,0.618353,0.388702,0.344124,0.284609,0.215893,0.218946,0.239561,0.251181,0.200546,0.202122,0.181057,0.163522,0.013754,0.003934,0.043864,0.006878,0.020364,0.004278,0.094212,0.003171,0.002861,0.011258,0.048753,0.002424,0.021389,133.333333,0.269386,Electronic
0.026653,0.048050,3.013066,0.106534,0.176762,0.124402,0.016871,0.040127,-25.933418,3.758000,0.258610,0.374765,0.267256,0.241009,0.009709,0.040861,0.023552,0.042422,0.001833,0.000893,-0.070889,0.018097,0.002431,0.071641,0.009250,0.033511,0.003033,0.085204,0.000858,0.001717,0.013976,0.088882,0.002750,0.047173,0.013092,0.033404,0.220312,0.037344,0.044772,0.113511,0.012368,0.020298,1.833192,0.767017,0.519117,0.344800,0.274889,0.256459,0.214747,0.191616,0.179790,0.177760,0.185953,0.172545,0.175125,0.021667,0.003779,0.049815,0.009335,0.032797,0.003871,0.076220,0.001506,0.002199,0.012557,0.045507,0.004592,0.017282,120.000000,0.174956,Electronic
0.081162,0.056317,3.147807,0.172070,0.196934,0.677132,0.010472,0.132117,-23.751441,2.426870,-0.146978,0.377201,0.011136,-0.042635,-0.099942,-0.061105,-0.033423,0.096841,0.021905,-0.093818,-0.078201,0.023553,0.003693,0.017438,0.010269,0.028676,0.003309,0.054145,0.002022,0.008957,0.035161,0.046205,0.005540,0.031900,0.033411,0.029580,0.129722,0.047049,0.033640,0.314909,0.008414,0.088282,0.747617,0.453307,0.342325,0.342797,0.303544,0.287589,0.260127,0.241222,0.230680,0.206268,0.188508,0.192238,0.177611,0.023423,0.003738,0.012787,0.009921,0.022670,0.002824,0.063798,0.001707,0.007056,0.024005,0.033897,0.005250,0.014476,85.714286,0.179354,Electronic
0.069673,0.074364,3.070006,0.169150,0.208111,0.516588,0.012631,0.101521,-23.505394,2.520567,0.265709,0.403547,0.172002,0.240082,0.188736,0.148749,0.047020,-0.001813,-0.126362,-0.125205,-0.089569,0.011027,0.012900,0.105703,0.004443,0.017969,0.007737,0.076685,0.001279,0.001469,0.014394,0.048476,0.002060,0.041611,0.031717,0.052918,0.197091,0.036008,0.022329,0.305108,0.008781,0.074413,0.892015,0.465849,0.330494,0.288872,0.283378,0.282562,0.272402,0.223896,0.219754,0.195045,0.206642,0.197280,0.188156,0.011533,0.012904,0.060003,0.005253,0.017866,0.007658,0.044438,0.001444,0.001455,0.015331,0.032523,0.002521,0.015023,133.333333,0.134901,Electronic
0.070511,0.070109,3.051405,0.182522,0.212271,0.620809,0.011952,0.112595,-23.533427,2.067636,-0.000647,0.284602,0.302190,0.491536,0.228926,0.077959,-0.010236,0.060149,0.066416,0.018901,0.008040,0.013048,0.001947,0.069385,0.007993,0.017228,0.006674,0.129244,0.002297,0.002745,0.009498,0.045372,0.002003,0.047257,0.032393,0.047492,0.211601,0.032220,0.021664,0.312150,0.009789,0.063372,1.188799,0.569128,0.370174,0.305258,0.237307,0.226164,0.243085,0.231944,0.224064,0.215351,0.199451,0.190880,0.158181,0.015386,0.002338,0.046674,0.009068,0.014727,0.008584,0.089722,0.003511,0.002811,0.008977,0.038323,0.001799,0.020190,133.333333,0.258272,Electronic
0.101134,0.068348,3.196341,0.208275,0.216309,0.909861,0.016338,0.172719,-23.885909,1.672723,0.128634,0.325815,0.213955,0.060857,-0.002914,-0.138188,0.008001,0.040732,0.151199,0.213236,-0.016238,0.010725,0.003077,0.043679,0.008083,0.014155,0.010065,0.096686,0.002168,0.006227,0.008565,0.063831,0.001874,0.041495,0.048302,0.044265,0.106809,0.039319,0.020364,0.440451,0.016577,0.105894,0.813183,0.495794,0.413787,0.335918,0.352945,0.293659,0.245174,0.232186,0.215032,0.212830,0.210777,0.201578,0.181216,0.012363,0.003443,0.034865,0.009897,0.014738,0.009676,0.086483,0.002635,0.006715,0.008482,0.059190,0.002284,0.021271,171.428571,0.205683,Electronic
0.401525,0.040699,3.297470,0.406242,0.240543,3.010062,0.001655,0.675296,-21.916253,-0.039370,0.006101,0.011810,0.013154,0.010982,0.005167,0.003700,0.003499,0.003307,0.003923,0.004410,0.004459,0.004611,0.003477,0.008059,0.004538,0.005160,0.004586,0.008898,0.003312,0.003868,0.004682,0.006698,0.003525,0.002869,0.016559,0.002926,0.015345,0.007481,0.003255,0.027320,0.000163,0.014799,0.198094,0.152141,0.145789,0.147541,0.146399,0.142728,0.143528,0.144196,0.141244,0.139841,0.136945,0.134793,0.132437,0.002022,0.001683,0.003461,0.001986,0.002094,0.002066,0.003408,0.001652,0.001732,0.001984,0.002621,0.001674,0.000870,120.000000,0.036913,Electronic
