@RELATION svm_rbf_speaker_male_female
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {Male,Female}

@DATA
0.050855,0.023976,2.909991,0.128983,0.160594,0.349051,0.016059,0.060208,-29.927548,2.280365,0.247648,0.248184,0.042110,0.154219,0.096198,0.047787,-0.030137,0.040723,-0.047804,-0.033265,-0.111890,0.015299,0.001620,0.142911,0.006816,0.008159,0.014203,0.066076,0.001058,0.005209,0.034633,0.021430,0.006994,0.054940,0.003796,-0.000101,0.127096,-0.000950,-0.009048,0.032844,-0.000963,0.000396,-0.721721,-0.223298,-0.054506,-0.044632,-0.003275,0.017962,0.022780,-0.028995,-0.013099,0.022957,0.007365,-0.023814,0.001475,-0.001967,0.000078,0.050901,0.000292,-0.001295,-0.000016,-0.007016,0.000117,-0.000239,-0.017052,0.002193,-0.000026,0.009311,0.031217,0.026575,0.330955,0.028507,0.023149,0.315881,0.007570,0.049338,1.577659,0.705244,0.572639,0.430102,0.326535,0.224870,0.215748,0.253559,0.262128,0.120051,0.141771,0.154201,0.258986,0.021290,0.003126,0.066151,0.009845,0.004043,0.020637,0.051898,0.001332,0.009516,0.036763,0.014431,0.011322,0.015308,0.043077,0.025534,0.314968,0.039941,0.042302,0.314909,0.010944,0.053914,2.364866,0.780371,0.572017,0.447363,0.381432,0.309105,0.287276,0.308653,0.363555,0.119339,0.198765,0.162197,0.260287,0.018275,0.004147,0.067789,0.012087,0.003945,0.021116,0.062107,0.001689,0.012216,0.044457,0.017485,0.013409,0.017155,Female
0.070818,0.025330,2.794059,0.151699,0.163263,0.650687,0.024045,0.150042,-26.451812,2.408135,-0.083055,0.199048,-0.065376,-0.032689,0.261212,-0.199748,-0.140529,0.040241,-0.083579,0.024073,-0.216356,0.027176,0.008729,0.032881,0.006539,0.010462,0.009804,0.061749,0.002817,0.006668,0.029297,0.018577,0.008693,0.030509,0.001606,-0.004747,-0.007002,0.003841,0.004072,0.020318,-0.000078,0.002250,-0.459389,-0.041161,0.002830,-0.058029,-0.031805,-0.002094,-0.021855,0.009999,-0.028433,-0.044105,0.006656,0.040575,0.026068,0.000164,0.000270,-0.001631,0.000155,0.000182,0.000747,0.005234,-0.000003,0.000017,-0.004392,-0.000336,0.000077,0.000018,0.050214,0.027890,0.492955,0.060099,0.031864,0.509330,0.019626,0.124979,3.165643,1.059018,0.777747,0.617240,0.488257,0.299147,0.359318,0.358056,0.249739,0.318087,0.252383,0.357474,0.290626,0.038092,0.017641,0.040918,0.005966,0.007960,0.009136,0.037093,0.003393,0.008812,0.036709,0.019411,0.010988,0.014909,0.057226,0.031499,0.607225,0.072789,0.042086,0.685326,0.023835,0.176521,3.421253,1.205036,1.021415,0.597278,0.569396,0.446311,0.443858,0.405999,0.306417,0.375072,0.312362,0.367742,0.289943,0.043823,0.018812,0.042972,0.008155,0.011354,0.013591,0.047929,0.004563,0.011782,0.042816,0.022366,0.016203,0.020232,Female
0.069650,0.046542,2.869125,0.147118,0.168128,0.545589,0.025887,0.115719,-26.281306,2.363314,0.139008,-0.036393,-0.110037,-0.053458,-0.085422,0.058779,-0.090593,-0.093754,-0.120208,0.038343,-0.090993,0.012850,0.005547,0.046461,0.012052,0.017873,0.014851,0.060044,0.003916,0.012324,0.034951,0.018955,0.002362,0.033444,-0.000493,-0.000566,-0.003342,0.000181,0.001130,-0.009707,0.000189,-0.002547,-0.051735,0.009918,-0.000796,-0.015382,-0.004497,-0.011313,-0.009079,0.011637,0.002738,0.011247,0.014823,0.015303,0.013477,-0.000315,-0.000018,0.003678,-0.000084,-0.001232,-0.000048,0.002838,0.000013,-0.000049,-0.000050,-0.000834,0.000032,0.001017,0.040335,0.053078,0.386907,0.034669,0.034518,0.426390,0.025723,0.096145,3.940956,0.818363,0.615364,0.681398,0.397387,0.286772,0.317895,0.298447,0.267080,0.253430,0.345884,0.304748,0.306305,0.013976,0.006841,0.062873,0.027546,0.022139,0.027131,0.053957,0.007627,0.018624,0.033065,0.026781,0.003436,0.017408,0.058904,0.045178,0.451087,0.047575,0.042837,0.586387,0.026460,0.137489,3.068955,1.016469,0.666206,0.633255,0.444233,0.382131,0.353245,0.361786,0.290963,0.322462,0.366343,0.306488,0.288637,0.021648,0.007526,0.073215,0.036230,0.030001,0.032143,0.050409,0.007968,0.022717,0.037446,0.037680,0.005183,0.022375,Female
0.087015,0.019488,2.477599,0.178590,0.185472,0.797862,0.015117,0.195750,-28.883242,2.216532,0.260260,0.112349,0.025045,-0.243985,0.166307,0.022970,-0.015523,-0.029712,-0.077976,0.044727,-0.078418,0.012952,0.005508,0.082930,0.009739,0.011808,0.009900,0.046487,0.001625,0.007665,0.034400,0.014711,0.004810,0.032780,-0.006133,-0.000291,0.053861,-0.005693,-0.003186,-0.012980,0.001759,-0.001375,-0.566598,-0.063763,-0.022147,0.021529,-0.074416,-0.031445,-0.030684,0.010352,-0.059695,0.020170,0.026401,0.046670,0.020795,-0.000766,-0.000052,0.036307,0.000213,-0.001037,-0.000335,-0.000123,-0.000004,0.000038,-0.012670,-0.000743,-0.000051,0.006666,0.046158,0.020952,0.639412,0.040171,0.021475,0.507153,0.008742,0.127779,2.737378,0.694745,0.834253,0.568339,0.388100,0.361231,0.288863,0.155415,0.246818,0.191792,0.224698,0.148194,0.195825,0.018822,0.006675,0.113903,0.010190,0.009111,0.009648,0.030622,0.001997,0.011810,0.028253,0.009263,0.004536,0.028212,0.058686,0.023594,0.967936,0.043266,0.032727,0.654366,0.012103,0.186263,2.610270,0.923587,0.774055,0.907382,0.459883,0.419255,0.393404,0.201484,0.287140,0.305767,0.298838,0.168850,0.237353,0.020827,0.008815,0.095873,0.015486,0.012897,0.013933,0.029269,0.002687,0.012911,0.035593,0.013836,0.005220,0.029257,Female
0.080011,0.025636,2.767351,0.158381,0.170691,0.828108,0.014859,0.147321,-27.590058,1.871533,-0.309051,0.571021,-0.040215,-0.123421,0.039838,-0.066906,-0.232552,0.140118,-0.088405,0.273755,0.064976,0.005153,0.002152,0.068917,0.008894,0.010311,0.024042,0.068500,0.004292,0.008171,0.019319,0.012515,0.003038,0.031901,0.002414,-0.000001,0.019523,0.004440,0.001412,0.058491,0.000434,0.013571,0.116054,-0.025324,0.034183,0.006415,-0.039974,-0.018792,0.013303,-0.002075,-0.023071,0.009246,0.008664,0.028480,0.009787,-0.000154,0.000089,-0.004451,0.000288,0.000559,0.000987,-0.006402,0.000084,0.000763,0.000297,-0.000476,0.000208,-0.001854,0.051075,0.031324,0.624086,0.038704,0.031253,0.578416,0.012945,0.105392,4.425645,0.934506,1.083843,0.357775,0.197387,0.206057,0.238983,0.224004,0.193921,0.158010,0.226466,0.239657,0.221519,0.006228,0.002854,0.086759,0.011464,0.010733,0.042469,0.056039,0.005803,0.010265,0.013916,0.007284,0.002847,0.022809,0.051335,0.027611,0.878732,0.033993,0.034569,0.499868,0.016417,0.088022,2.709067,0.742704,1.016345,0.412281,0.238309,0.161464,0.195747,0.236269,0.204555,0.158701,0.298653,0.306017,0.221059,0.008848,0.003280,0.081434,0.016015,0.015113,0.046626,0.054695,0.008353,0.013586,0.017029,0.009074,0.004296,0.023405,Female
0.062422,0.040255,2.883031,0.153046,0.192922,0.320934,0.018421,0.078804,-26.594057,2.684135,0.666556,0.052913,-0.215639,0.023872,-0.111634,0.024243,-0.092143,0.004167,-0.036295,0.150195,-0.085001,0.020492,0.003506,0.041114,0.007163,0.009792,0.034424,0.071014,0.000801,0.007894,0.032738,0.017037,0.010528,0.036907,-0.001171,-0.005038,-0.011614,0.000376,0.000696,-0.003848,-0.000158,-0.003821,-0.528688,-0.047842,-0.017197,0.001733,0.020545,0.000372,0.007745,-0.003214,-0.001174,0.011847,0.012812,0.013931,-0.006954,-0.000163,-0.000679,0.020302,0.000148,-0.000349,-0.000293,-0.005818,0.000025,-0.000170,-0.003027,0.000175,-0.000014,0.002272,0.047910,0.043095,0.540375,0.042941,0.028155,0.327969,0.012898,0.070056,3.650362,0.918862,0.444943,0.421109,0.387801,0.241463,0.243722,0.233211,0.256766,0.177421,0.207407,0.255889,0.297318,0.024148,0.005610,0.064037,0.007358,0.006810,0.034315,0.050635,0.001282,0.010801,0.035942,0.018494,0.019703,0.017286,0.055180,0.034129,0.773704,0.046662,0.034215,0.370768,0.017011,0.076101,2.309536,0.974442,0.538646,0.498550,0.445692,0.257464,0.269491,0.288957,0.305918,0.235482,0.277254,0.330763,0.319807,0.025507,0.010014,0.057106,0.011266,0.008988,0.035653,0.057332,0.001595,0.015339,0.042508,0.026595,0.015922,0.020001,Female
0.109342,0.028860,2.824601,0.175793,0.175971,0.816769,0.022257,0.201437,-27.412645,2.042952,0.207619,-0.213296,-0.432324,-0.217422,0.049153,-0.045719,-0.213304,-0.066568,0.044187,0.139603,-0.001596,0.014895,0.005718,0.048587,0.008245,0.011384,0.021973,0.042875,0.002062,0.019459,0.021106,0.019523,0.009507,0.030139,-0.001193,-0.000001,0.077662,-0.003359,0.000644,-0.039006,-0.000395,-0.008446,-0.020729,0.097785,-0.015425,-0.022792,0.003900,-0.038504,0.013759,-0.053767,-0.003952,-0.010138,0.000295,0.019755,0.028242,-0.000059,-0.000074,-0.008610,0.000014,-0.000038,0.000668,0.008196,-0.000017,0.001168,0.000425,0.001230,0.000139,-0.000055,0.069920,0.036198,0.552095,0.050672,0.022918,0.639417,0.017905,0.158000,3.725744,1.018911,0.547890,0.451034,0.481479,0.367944,0.310915,0.334677,0.193619,0.296358,0.248632,0.309285,0.193709,0.017991,0.013163,0.068451,0.009953,0.013881,0.027132,0.041510,0.002025,0.031312,0.021947,0.016234,0.014512,0.016122,0.089732,0.042278,0.761184,0.063517,0.031594,0.778962,0.020743,0.211061,3.709161,1.359135,0.607077,0.578927,0.623259,0.526424,0.477270,0.435946,0.250129,0.405881,0.320502,0.432257,0.255819,0.026374,0.017408,0.075694,0.014109,0.018241,0.041479,0.042717,0.002361,0.041614,0.023762,0.021627,0.021642,0.020197,Female
0.042540,0.077071,3.051221,0.118387,0.167777,0.205060,0.024041,0.061688,-26.118500,3.174741,0.746941,0.274785,-0.095937,-0.007781,-0.082646,-0.016510,-0.129756,-0.027794,-0.111858,0.098334,-0.022516,0.021352,0.002161,0.048420,0.008340,0.007673,0.020110,0.093025,0.000319,0.006043,0.041231,0.015456,0.003022,0.043463,-0.000773,-0.006339,-0.003165,0.000913,0.003354,-0.009101,0.003260,-0.001437,-0.476668,-0.039459,-0.020836,0.016333,0.015330,-0.014201,0.028734,0.008206,-0.009746,-0.024237,-0.018974,-0.018555,0.023179,-0.000134,-0.000534,0.022939,-0.000107,-0.000753,-0.000388,-0.007906,-0.000024,-0.000192,-0.002186,0.000140,-0.000018,0.002775,0.031086,0.073699,0.269981,0.034196,0.031398,0.285309,0.018772,0.067890,3.775853,0.767492,0.400844,0.443401,0.299157,0.239735,0.215108,0.276899,0.166890,0.188654,0.207113,0.243656,0.195410,0.032495,0.002418,0.091797,0.011489,0.004176,0.023465,0.056235,0.000364,0.007782,0.044024,0.015411,0.006213,0.019812,0.030919,0.065632,0.330033,0.039617,0.041281,0.295490,0.021217,0.069104,2.152536,0.784913,0.484788,0.406337,0.336571,0.248148,0.263224,0.354771,0.252502,0.265497,0.256025,0.224952,0.210858,0.029644,0.004181,0.103072,0.014175,0.005724,0.034604,0.042947,0.000392,0.010513,0.056179,0.022069,0.007950,0.022002,Female
0.066740,0.045657,2.930674,0.141023,0.166631,0.463046,0.036086,0.117125,-26.050877,2.617595,0.378346,-0.212188,-0.389416,-0.185147,-0.000298,0.131121,-0.155348,0.035709,-0.040315,0.126516,-0.234054,0.023011,0.005138,0.025023,0.005145,0.009237,0.010206,0.032634,0.002210,0.016050,0.047023,0.036540,0.007217,0.031288,0.001940,-0.000056,0.029866,0.003366,0.001481,0.036226,-0.000250,0.015187,-0.035172,-0.001856,-0.022104,-0.049991,0.012393,0.033544,0.013885,-0.003820,-0.001391,-0.040034,-0.002524,0.031250,0.007489,-0.001205,0.000073,0.000814,-0.000100,-0.000173,0.001399,-0.004709,0.000459,0.000083,0.000146,-0.001643,-0.000531,-0.001517,0.049340,0.053982,0.373452,0.041556,0.023698,0.554105,0.022924,0.117526,3.087576,1.032469,0.752069,0.627638,0.381465,0.388618,0.290098,0.308347,0.191570,0.289200,0.198110,0.294497,0.265395,0.034129,0.012013,0.038006,0.004090,0.012804,0.014970,0.049829,0.002796,0.028312,0.049584,0.048305,0.009783,0.017110,0.060169,0.055463,0.611038,0.055348,0.029148,0.700730,0.027450,0.149123,3.329451,1.446233,0.773251,0.711499,0.466764,0.495170,0.262728,0.310871,0.239271,0.320553,0.288699,0.416217,0.303122,0.040922,0.017325,0.047223,0.004974,0.016739,0.021901,0.051465,0.003219,0.036457,0.053220,0.067147,0.010145,0.025479,Female
0.042136,0.035268,2.998842,0.128304,0.164904,0.351588,0.032424,0.077361,-27.230845,2.691682,0.365508,0.364714,0.067173,0.030362,-0.015395,0.072794,-0.078334,0.031086,-0.110018,0.147649,-0.113066,0.042011,0.003102,0.071119,0.002294,0.016693,0.020547,0.072054,0.001354,0.002250,0.032915,0.017223,0.003689,0.050204,-0.002364,0.000003,-0.007965,-0.001083,0.001215,-0.028895,0.000162,-0.005278,0.021571,0.018165,0.000681,0.001462,0.007428,-0.008079,-0.002453,-0.010855,-0.017460,-0.006187,-0.016325,-0.012257,-0.011463,0.000151,0.000012,0.015129,0.000004,-0.000515,-0.000091,-0.005826,-0.000006,-0.000063,-0.000509,-0.001173,-0.000161,0.003436,0.024469,0.038301,0.389650,0.040416,0.040555,0.494599,0.036826,0.082405,4.006455,1.094792,0.744126,0.465785,0.298875,0.262446,0.229129,0.348510,0.195729,0.250652,0.246838,0.197852,0.321486,0.079732,0.006879,0.129011,0.002940,0.031088,0.027986,0.055405,0.002693,0.002384,0.054732,0.033395,0.005852,0.026793,0.019727,0.034874,0.433987,0.047776,0.048125,0.375780,0.039880,0.075576,2.879968,1.020571,0.638829,0.492123,0.318677,0.320896,0.271344,0.402081,0.223039,0.283734,0.324461,0.230205,0.309751,0.074466,0.007673,0.095878,0.004236,0.039530,0.036014,0.042118,0.002628,0.003400,0.068316,0.050140,0.007453,0.025892,Female
0.061893,0.032221,2.792560,0.147114,0.174829,0.430409,0.028799,0.104524,-25.717580,2.744674,0.443460,-0.109912,-0.282658,-0.082772,-0.073653,0.088684,-0.246316,0.040303,-0.141091,0.066003,-0.249114,0.031766,0.007137,0.026736,0.007142,0.010660,0.020206,0.051838,0.004060,0.005926,0.035104,0.025412,0.008480,0.033253,-0.003650,-0.001482,-0.004787,-0.001281,0.005026,-0.022775,0.000289,-0.007958,-0.144983,0.046914,-0.011099,0.053143,0.050290,0.020619,-0.010294,-0.014052,-0.007130,-0.007060,0.018938,-0.013104,0.008260,0.000135,-0.000402,-0.000033,0.000011,0.000766,0.000078,0.002249,-0.000012,-0.000845,0.002411,0.000474,-0.000052,0.000716,0.041676,0.024962,0.499151,0.050432,0.039075,0.574949,0.016151,0.117891,2.385376,1.007230,0.628206,0.548174,0.421926,0.289483,0.213596,0.267986,0.268898,0.267872,0.279118,0.292543,0.289079,0.036984,0.014040,0.031053,0.009062,0.012693,0.028538,0.038309,0.012320,0.007562,0.041637,0.026882,0.012621,0.013875,0.049627,0.030243,0.732403,0.065294,0.059568,0.817023,0.021842,0.162321,2.903088,1.376106,0.744197,0.609745,0.481896,0.337415,0.280049,0.359212,0.333088,0.312986,0.369585,0.367111,0.377870,0.040067,0.016382,0.034755,0.012111,0.018303,0.038490,0.055085,0.017045,0.008745,0.053619,0.030761,0.015470,0.015863,Female
0.088221,0.028806,2.823172,0.149794,0.170527,0.451973,0.022723,0.112029,-26.908535,2.641308,0.487685,-0.197488,-0.203688,-0.085037,0.083199,0.067371,-0.263742,-0.029114,-0.091096,0.022126,-0.136198,0.027065,0.005523,0.041221,0.008502,0.013993,0.011811,0.049877,0.000998,0.007415,0.042890,0.022898,0.008831,0.032936,0.000125,-0.000210,-0.003674,-0.000111,-0.000534,0.002934,0.000232,0.000130,-0.111876,-0.003578,-0.008236,0.003970,0.011192,-0.005402,0.008459,0.006613,-0.000913,0.002477,0.018556,0.017871,0.013091,-0.002211,0.000009,0.001137,-0.000172,0.000087,-0.000011,-0.000375,0.000051,0.000168,0.001058,0.000165,-0.000140,-0.000078,0.078720,0.039173,0.559803,0.060014,0.035310,0.533276,0.014902,0.124956,3.662644,1.096507,0.593626,0.726061,0.451280,0.308187,0.261977,0.242573,0.214743,0.290876,0.255104,0.299925,0.266996,0.045046,0.015686,0.061906,0.009025,0.015987,0.015961,0.065833,0.001652,0.011480,0.036727,0.018033,0.018678,0.016783,0.088862,0.038058,0.788767,0.073572,0.049221,0.637579,0.020069,0.149135,2.476601,1.272927,0.725946,0.687501,0.484067,0.384634,0.271799,0.278963,0.264660,0.354736,0.345789,0.347081,0.321960,0.063866,0.022654,0.065070,0.012229,0.017613,0.015725,0.053711,0.001728,0.014408,0.046262,0.027883,0.023596,0.017360,Female
0.059105,0.027962,2.709330,0.154527,0.192236,0.461578,0.022226,0.093938,-28.654327,2.344425,0.434765,0.295196,0.184558,0.070830,0.053385,-0.081599,-0.081672,0.020370,0.066071,0.183981,-0.022001,0.005351,0.001243,0.096871,0.003418,0.012614,0.023539,0.109206,0.001167,0.004036,0.027840,0.014889,0.001424,0.047676,-0.001533,-0.004791,-0.021347,0.006609,0.005747,0.015371,-0.007561,-0.002625,-0.407916,-0.206152,-0.072872,-0.008549,0.005449,-0.018107,0.020222,0.031041,0.048580,0.038264,-0.000834,-0.024215,-0.010705,0.000115,0.000063,0.024742,-0.000043,-0.000043,-0.010863,0.000475,-0.000010,0.000034,0.000059,0.000145,0.000020,0.003161,0.035118,0.035672,0.487814,0.032320,0.021973,0.364481,0.020816,0.077582,3.391870,0.911030,0.555690,0.265966,0.251382,0.276498,0.243960,0.205784,0.158121,0.163808,0.220485,0.140662,0.186935,0.006377,0.001276,0.103255,0.002559,0.011880,0.035062,0.056641,0.001358,0.004231,0.036135,0.013473,0.002342,0.021877,0.042507,0.041531,0.697342,0.044139,0.038893,0.331816,0.023095,0.085079,2.621470,0.680010,0.520244,0.367489,0.285006,0.265739,0.263990,0.265153,0.202841,0.270951,0.367642,0.159047,0.224862,0.008986,0.001616,0.050444,0.003340,0.018353,0.027306,0.076937,0.001726,0.005449,0.050363,0.019486,0.003290,0.018321,Female
0.053696,0.026956,2.620669,0.142135,0.170822,0.432322,0.022273,0.089535,-26.758803,2.612780,0.415475,0.028821,-0.189584,0.043618,0.051954,-0.048100,-0.194840,-0.090201,-0.137748,0.110055,-0.190527,0.018773,0.004623,0.081047,0.023816,0.017740,0.012373,0.045885,0.001613,0.007480,0.034559,0.017395,0.005063,0.038327,0.000730,-0.002585,-0.003089,0.000646,-0.000076,0.018798,-0.000253,0.000618,-0.249688,-0.020780,-0.006382,0.057487,0.025511,-0.018279,-0.007380,0.000384,-0.000576,0.016031,0.021795,0.064013,-0.011889,-0.000140,-0.000295,0.001692,-0.004351,0.000487,0.000185,0.003325,0.000015,0.000510,0.000737,0.000131,-0.000019,-0.000378,0.031446,0.037874,0.665725,0.040991,0.035368,0.490578,0.012219,0.100180,3.408784,0.877508,0.547966,0.503710,0.589073,0.363977,0.254895,0.405648,0.305227,0.246168,0.351558,0.321073,0.242562,0.026873,0.005864,0.104461,0.045231,0.021821,0.015093,0.027934,0.002082,0.006752,0.040548,0.018664,0.009520,0.022312,0.042724,0.051471,1.036444,0.060814,0.053280,0.600810,0.018362,0.126859,3.610232,1.132121,0.674650,0.651537,0.821183,0.459634,0.379273,0.585168,0.400001,0.276312,0.416358,0.385439,0.309891,0.032079,0.007134,0.092298,0.052708,0.029561,0.022451,0.037562,0.003185,0.008822,0.044567,0.026527,0.014356,0.023766,Female
0.060653,0.082791,2.942714,0.143058,0.177560,0.374331,0.023000,0.079423,-26.319464,2.547281,0.733762,-0.294881,-0.299882,-0.246173,-0.128235,0.125960,-0.114578,0.296385,0.024436,0.131815,-0.147170,0.008581,0.001788,0.032676,0.003115,0.006590,0.004786,0.052052,0.000894,0.009443,0.070211,0.035848,0.022010,0.035432,-0.003370,-0.000002,0.026907,-0.006545,-0.003734,-0.020038,0.001381,-0.002692,-0.021804,0.090137,0.011267,0.042601,0.000414,-0.000613,-0.030026,0.006289,-0.019010,-0.017034,0.007159,0.019157,0.001253,0.000133,0.000059,-0.007871,0.000597,0.000927,0.000647,-0.008960,-0.000021,0.000465,0.003466,0.002764,-0.000075,-0.003127,0.047345,0.091673,0.323936,0.031050,0.026307,0.497799,0.017204,0.087465,4.062991,0.895993,0.577844,0.726654,0.432609,0.367521,0.316055,0.193476,0.253973,0.244902,0.115126,0.188821,0.250270,0.008936,0.002241,0.051059,0.003350,0.004778,0.005653,0.061852,0.001617,0.010735,0.053708,0.026448,0.043116,0.013828,0.058628,0.088213,0.247874,0.032983,0.034631,0.497274,0.022508,0.098958,2.585147,0.658103,0.653948,0.663342,0.443023,0.335433,0.341502,0.179658,0.273227,0.267684,0.130861,0.285424,0.297882,0.007836,0.002895,0.035688,0.004165,0.005232,0.006989,0.049085,0.001731,0.015737,0.067144,0.028229,0.047163,0.016609,Female
